,0,1
328,1017,Jon & Kate Plus 8 series finale airs tonight... here's a sneak peek: http://www.eonline.com/videos/v47472_jon-kate-saga-ends.html
329,1017,Oprah is ending her show in September 2011; she'll talk all about it on Friday's live show.
330,1017,Behind-the-scenes of Kim Kardashian's New Carl's Jr. Ad http://www.eonline.com/videos/v47242_kim-k-gets-sexy-with-a-salad.html
331,1017,Leighton Meester's Naughty GQ Spread http://www.eonline.com/videos/v47243_leighton-meesters-saucy-spread.html
332,1017,Heidi Klum Shows Off Post-Baby Bod http://www.eonline.com/videos/v47239_heidi-klums-post-baby-bod.html
333,1017,Nicole Richie Hospitalized for Pneumonia http://www.eonline.com/videos/v47238_nicole-richie-hospitalized.html
334,1017,Miley Cyrus Slams Twilight http://www.eonline.com/videos/v47235_miley-cyrus-hates-on-twilight.html
335,1017,Johnny Depp is People Mag's Sexiest Man Alive http://www.eonline.com/videos/v47236_johnny-depp-is-sexiest-man-alive.html
336,1017,Aaron Carter Owes Over $1 Million in Back Taxes http://www.eonline.com/videos/v47229_aaron-carters-taxing-day.html
337,1017,"Rachelle Lefevre on why she skipped the ""New Moon"" Premiere http://www.eonline.com/videos/v47227_new-moon-babe-skips-premiere.html"
338,1017,Sharon Stone's Fashion Don't http://www.eonline.com/videos/v47228_sharon-stones-fashion-dont.html
339,1017,Twi-stars reveal how they cope with fame at New Moon premiere http://www.eonline.com/videos/v47225_twilight-stars-cope-with-fame.html
340,1017,Blake Lively Spoofs Tiger's Wife on SNL http://www.eonline.com/videos/v47900_lively-flexes-funny-bone-on-snl.html
341,1017,Weezer frontman injured in tour bus crash http://www.eonline.com/videos/v47902_weezers-tour-bus-crashes.html
342,1017,We've got exclusive pics of new woman in Tiger Woods scandal http://www.eonline.com/videos/v47898_new-woman-in-tiger-scandal.html
343,1017,Adam Lambert set to appear on ABC again http://www.eonline.com/videos/v47901_abc-gives-lambert-a-chance.html
344,9976,"BROOKLINE- Boston University 4 Bed 2 Bath 3,000.00 Available 2009-09-01. For full listing click here http://bit.ly/zzdpj"
345,9976,"BOSTON - Back Bay 1 Bed 1 Bath 1,950.00 Available 2009-09-01. For full listing click here http://bit.ly/18Wnrv"
346,9976,"BOSTON - North End 2 Bed 2 Bath 3,995.00 Available Now. For full listing click here http://bit.ly/zIJkX"
347,9976,"BOSTON - North End 3 Bed 1 Bath 3,300.00 Available Now. For full listing click here http://bit.ly/48EwVv"
348,9976,"BROOKLINE- Boston University 2 Bed 1 Bath 1,995.00 Available 2009-09-01. For full listing click here http://bit.ly/138K38"
349,9976,"BOSTON - Back Bay 1 Bed 1 Bath 1,650.00 Available 2009-08-01. For full listing click here http://bit.ly/3vhPxB"
350,9976,"BOSTON - South Boston - East Side 1 Bed 1 Bath 1,300.00 Available 2009-09-01. For full listing click here http://bit.ly/ABgyJ"
351,9976,"BOSTON - Back Bay 1 Bed 1 Bath 2,000.00 Available 2009-07-15. For full listing click here http://bit.ly/19m4sC"
352,9976,"BOSTON - Back Bay 1 Bed 1 Bath 1,525.00 Available 2009-09-01. For full listing click here http://bit.ly/oTgrs"
353,9976,"BOSTON - Charlestown 1 Bed 1 Bath 1,550.00 Available 2009-07-20. For full listing click here http://bit.ly/DAcP2"
354,9976,"BOSTON - Lower Allston 2 Bed 1 Bath 1,400.00 Available 2009-03-01. For full listing click here http://bit.ly/Bm34Y"
355,9976,"BOSTON - South Boston - East Side 2 Bed 1.5 Bath 2,300.00 Available 2009-09-01. For full listing click here http://bit.ly/rgyiW"
356,9976,"BOSTON - South Boston - East Side 2 Bed 2 Bath 2,400.00 Available 2009-09-01. For full listing click here http://bit.ly/mT1ND"
357,9976,"BOSTON - South Boston - East Side 3 Bed 2 Bath 2,200.00 Available 2009-09-01. For full listing click here http://bit.ly/uHcyx"
358,9976,"BOSTON - Lower Allston 3 Bed 1.5 Bath 1,950.00 Available 2009-09-01. For full listing click here http://bit.ly/3it0Io"
359,9976,BOSTON - Allston 0 Bed 1 Bath 950.00 Available 2009-09-01. For full listing click here http://bit.ly/14JTxo
360,9976,"BOSTON - South Boston - Seaport 2 Bed 2 Bath 3,600.00 Available 2009-08-01. For full listing click here http://bit.ly/uxCT"
361,9976,"BOSTON - Brighton - Cleveland Circle 0 Bed 1 Bath 1,200.00 Available 2009-09-01. For full listing click here http://bit.ly/q1K9D"
362,9976,"BOSTON - Allston 2 Bed 1 Bath 1,450.00 Available 2009-09-01. For full listing click here http://bit.ly/juPxf"
363,9976,"BOSTON - North End 2 Bed 1 Bath 2,300.00 Available 2009-08-01. For full listing click here http://bit.ly/12rAtz"
364,9976,"BOSTON - North End 1 Bed 1 Bath 1,700.00 Available 2009-07-01. For full listing click here http://bit.ly/13DuwW"
365,9976,"BOSTON - Brighton - Brighton Center 4 Bed 2 Bath 2,400.00 Available 2009-09-01. For full listing click here http://bit.ly/43hZGw"
366,9976,"BOSTON - Brighton - Brighton Center 4.5 Bed 2 Bath 2,400.00 Available 2009-09-01. For full listing click here http://bit.ly/18efTw"
367,9976,"BOSTON - Mission Hill 5 Bed 2 Bath 4,000.00 Available 2009-09-01. For full listing click here http://bit.ly/DMw1I"
368,9976,"BOSTON - Beacon Hill 2 Bed 2.5 Bath 3,200.00 Available 2009-06-01. For full listing click here http://bit.ly/zifUl"
369,9976,"BOSTON - South End 2 Bed 1 Bath 2,200.00 Available 2009-06-15. For full listing click here http://bit.ly/Ilj6v"
370,9976,"BOSTON - Brighton - Cleveland Circle 0 Bed 1 Bath 1,200.00 Available 2009-06-01. For full listing click here http://bit.ly/FCZZw"
371,9976,"BOSTON - Allston 2 Bed 1 Bath 1,600.00 Available 2009-09-01. For full listing click here http://bit.ly/MaZgP"
372,9976,"BROOKLINE- Boston University 3 Bed 1 Bath 2,495.00 Available 2009-08-01. For full listing click here http://bit.ly/AJJ7d"
373,9976,"BOSTON - Allston 3 Bed 2 Bath 1,850.00 Available 2009-09-01. For full listing click here http://bit.ly/n1H7C"
374,9976,"BOSTON - South Boston - East Side 2 Bed 2 Bath 2,400.00 Available 2009-09-01. For full listing click here http://bit.ly/3MxcVy"
375,9976,"BOSTON - Allston 6 Bed 2 Bath 4,499.00 Available Now. For full listing click here http://bit.ly/JjV5I"
376,9976,"BOSTON - East Boston 2 Bed 1 Bath 1,595.00 Available 2009-09-01. For full listing click here http://bit.ly/qjuHO"
377,9976,"BOSTON - Charlestown 1 Bed 1 Bath 1,550.00 Available 2009-07-20. For full listing click here http://bit.ly/jqUm0"
378,7123,"Fair and 44 F at Martinsburg, Eastern W. Virginia Reg/Shepherdstown, WV Winds are from the West at 16.1 gusting to 25.3 http://s1z.us/jo.h"
379,7123,"Fair and 42 F at Martinsburg, Eastern W. Virginia Reg/Shepherdstown, WV Winds are from the West at 19.6 gusting to 26.5 http://s1z.us/jo.h"
380,7123,"A Few Clouds and 40 F at Martinsburg, Eastern W. Virginia Reg/Shepherdstown, WV Winds are from the West at 16.1 gusting http://s1z.us/jo.h"
381,7123,"Partly Cloudy and 39 F at Martinsburg, Eastern W. Virginia Reg/Shepherdstown, WV Winds are from the West at 13.8 gustin http://s1z.us/jo.h"
382,7123,"A Few Clouds and 39 F at Martinsburg, Eastern W. Virginia Reg/Shepherdstown, WV Winds are from the Northwest at 18.4 gu http://s1z.us/jo.h"
383,7123,"Fair and 39 F at Martinsburg, Eastern W. Virginia Reg/Shepherdstown, WV Winds are from the West at 18.4 gusting to 23.0 http://s1z.us/jo.h"
384,7123,"Mostly Cloudy and 39 F at Martinsburg, Eastern W. Virginia Reg/Shepherdstown, WV Winds are from the Northwest at 10.4 g http://s1z.us/jo.h"
385,7123,"Overcast and 40 F at Martinsburg, Eastern W. Virginia Reg/Shepherdstown, WV Winds are from the West at 10.4 gusting to http://s1z.us/jo.ht"
386,7123,"Overcast and 39 F at Martinsburg, Eastern W. Virginia Reg/Shepherdstown, WV Winds are from the West at 17.3 gusting to http://s1z.us/jo.ht"
387,7123,"Partly Cloudy and 38 F at Martinsburg, Eastern W. Virginia Reg/Shepherdstown, WV Winds are from the West at 19.6 gustin http://s1z.us/jo.h"
388,7123,EXPECT SCATTERED SPRINKLES AND FLURRIES ACROSS THE POTOMAC HIGHLANDS...NORTHERN SHENANDOAH VALLEY AND CATOCTINS THROUGH http://s3z.us/et.h
389,7123,"Fair and Windy and 38 F at Martinsburg, Eastern W. Virginia Reg/Shepherdstown, WV Winds are from the West at 28.8 gusti http://s1z.us/jo.h"
390,7123,"Mostly Cloudy and 38 F at Martinsburg, Eastern W. Virginia Reg/Shepherdstown, WV Winds are from the West at 16.1 gustin http://s1z.us/jo.h"
391,7123,THERE MAY BE A FEW LINGERING SPRINKLES ACROSS THE POTOMAC HIGHLANDS AND CATOCTINS THIS EVENING. ACROSS THE RIDGE TOPS T http://s3z.us/et.h
392,7123,"Overcast and 40 F at Martinsburg, Eastern W. Virginia Reg/Shepherdstown, WV Winds are from the West at 17.3 gusting to http://s1z.us/jo.ht"
393,7123,"Mostly Cloudy and 40 F at Martinsburg, Eastern W. Virginia Reg/Shepherdstown, WV Winds are from the Northwest at 12.7 g http://s1z.us/jo.h"
394,7123,THERE MAY BE A FEW LINGERING SPRINKLES ACROSS THE POTOMAC HIGHLANDS...CATOCTINS...AND NORTH CENTRAL MARYLAND INTO THE E http://s3z.us/et.h
395,7123,...WINTER WEATHER ADVISORY REMAINS IN EFFECT UNTIL 2 AM EST SATURDAY... UPSLOPE SNOW SHOWERS WILL BEGIN TO TAPER OFF TH http://s3z.us/et.h
396,7123,"Overcast and 42 F at Martinsburg, Eastern W. Virginia Reg/Shepherdstown, WV Winds are from the West at 15.0 gusting to http://s1z.us/jo.ht"
397,7123,ISOLATED SHOWERS WILL PUSH INTO THE NORTHERN SHENANDOAH VALLEY THIS AFTERNOON...WITH A FEW LINGER SHOWERS STILL PRESENT http://s3z.us/et.h
398,7123,"A Few Clouds and 42 F at Martinsburg, Eastern W. Virginia Reg/Shepherdstown, WV Winds are from the West at 18.4 gusting http://s1z.us/jo.h"
399,7123,SCATTERED SHOWERS WILL CONTINUE TO SLIDE DOWN INTO THE PIEDMONT AND FOOTHILL REGIONS OF NORTHERN VIRGINIA...NORTH CENTR http://s3z.us/et.h
400,7123,...WINTER WEATHER ADVISORY IN EFFECT UNTIL 2 AM EST SATURDAY... BANDS OF LIGHT TO MODERATE SNOW WILL CONTINUE TO MOVE I http://s3z.us/et.h
401,7123,"Partly Cloudy and 42 F at Martinsburg, Eastern W. Virginia Reg/Shepherdstown, WV Winds are from the West at 13.8 gustin http://s1z.us/jo.h"
402,7123,LIGHT RAIN SHOWERS WILL CONTINUE TO DISSIPATE AND MOVE EAST ACROSS PORTIONS OF HARFORD COUNTY THIS MORNING. MUCH OF THI http://s3z.us/et.h
403,7123,"Mostly Cloudy and 41 F at Martinsburg, Eastern W. Virginia Reg/Shepherdstown, WV Winds are West at 9.2 MPH (8 KT). The http://s1z.us/jo.ht"
404,7123,"Overcast and 41 F at Martinsburg, Eastern W. Virginia Reg/Shepherdstown, WV Winds are from the West at 8.1 gusting to 1 http://s1z.us/jo.h"
405,7123,"Overcast and 41 F at Martinsburg, Eastern W. Virginia Reg/Shepherdstown, WV Winds are Northwest at 8.1 MPH (7 KT). The http://s1z.us/jo.ht"
406,7123,...WINTER WEATHER ADVISORY REMAINS IN EFFECT UNTIL 2 AM EST SATURDAY... A WINTER WEATHER ADVISORY REMAINS IN EFFECT UNT http://s3z.us/et.h
407,7123,"Fair and 40 F at Martinsburg, Eastern W. Virginia Reg/Shepherdstown, WV Winds are West at 10.4 MPH (9 KT). The pressure http://s1z.us/jo.h"
408,7123,"A Few Clouds and 41 F at Martinsburg, Eastern W. Virginia Reg/Shepherdstown, WV Winds are from the Northwest at 13.8 gu http://s1z.us/jo.h"
409,7123,"Partly Cloudy and 41 F at Martinsburg, Eastern W. Virginia Reg/Shepherdstown, WV Winds are Northwest at 6.9 MPH (6 KT). http://s1z.us/jo.h"
410,7123,LIGHT SHOWERS WILL CONTINUE TO MOVE EAST ACROSS THE I-95 CORRIDOR FROM BALTIMORE TO FREDERICKSBURG...AS WELL AS SOUTHER http://s3z.us/et.h
411,7123,"Overcast and 43 F at Martinsburg, Eastern W. Virginia Reg/Shepherdstown, WV Winds are from the Northwest at 10.4 gustin http://s1z.us/jo.h"
412,7123,"Overcast and 43 F at Martinsburg, Eastern W. Virginia Reg/Shepherdstown, WV Winds are from the Northwest at 10.4 gustin http://s1z.us/jo.h"
413,7123,"Overcast and 44 F at Martinsburg, Eastern W. Virginia Reg/Shepherdstown, WV Winds are Northwest at 10.4 MPH (9 KT). The http://s1z.us/jo.h"
414,7123,LIGHT SHOWERS WILL CONTINUE EAST OF THE BLUE RIDGE ACROSS CENTRAL MARYLAND...THE CENTRAL FOOTHILLS AND NORTHERN VIRGINI http://s3z.us/et.h
415,7123,...WINTER WEATHER ADVISORY REMAINS IN EFFECT FROM 2 AM FRIDAY TO 2 AM EST SATURDAY... A WINTER WEATHER ADVISORY REMAINS http://s3z.us/et.h
416,2764,(Latigid) Donna Karan Speaks on Fashion Seasons at WWD CEO Summit - Women's Wear Daily http://bit.ly/2ZkyEM
417,2764,"(Latigid) Porsche Watches, Hirst Cabinet on Sale for Charity: Art Buzz http://bit.ly/3VUL23"
418,2764,"(Latigid) Donny Is a ""Pretty Tragic"" Semifinalist on Dancing With the Stars http://bit.ly/3FcyC1"
419,2764,(Latigid) Kym Ellery Interview For Bondi Style http://bit.ly/4CUvQp
420,2764,(Latigid) The Online Photographer: Two Lovely Books http://bit.ly/4yW3gD
421,2764,(Latigid) Jimmy Choo for H&M preview in New York: Luxe style meets affordable fashion ... - Examiner.com http://bit.ly/2secV9
422,2764,(Latigid) Toronto wedding photographer - Where Heaven Meets Earth photography is ... http://bit.ly/1I3YSJ
423,2764,"(Latigid) Lace & Tea Â» Blog Archive Â» Photography, {Fog of War} http://bit.ly/34xa8X"
424,2764,(Latigid) Say hello in style - Malaysia Star http://bit.ly/4vmot2
425,2764,(Latigid) Lynda Com Photoshop Cs4 Retouching Fashion Photography Projects ... http://bit.ly/1T9DzR
426,2764,"(Latigid) Angelina Jolie and Brad Pitt Design Sparkly, Slithery Things http://bit.ly/2ZQbkV"
427,2764,(Latigid) Vuitton Plea... Of Makeup and Mammals... House Fire at Nygard's Pad... - Women's Wear Daily http://bit.ly/4DnXJr
428,2764,(Latigid) Greece native Michael Spirito designs jewelry for the stars http://bit.ly/3tHD8f
429,2764,(Latigid) Ignition Firing Sequence - To the City http://bit.ly/2I6CIv
430,2764,"#Ghettofact Orange Jello is the name and flavor of orange jello, not your son's name."
431,2764,"#Ghettofact Fellas, if you fart in your sleep, your girl won't believe you when you say, ""I think my asshole had a nightmare."""
432,2764,"#Ghettofact Fellas, if you wash your ass with your girl's bath sponge, she's gonna know! P.S. don't use white towels either."
433,2764,#Ghettofact Surround sound is not having one TV on in the living room and the other loud as hell in the other room.
434,2764,#Ghettofact You can't get mad if your neighbor didn't pay his WiFi bill and you can't get on the internet.
435,2764,"#Ghettofact Ladies, before you take that beautiful, sexy picture of you in a thong, turn around and clean up your room!"
436,2764,"OK, my girl @handle needs 8 more people to reach 1,000 help here out with an early Monday morning follow! Thanks for the love!"
437,2764,just chillin (Broadcasting live at http://ustre.am/6flO)
438,2764,(Latigid) Seaside Heights - Women's Wear Daily http://bit.ly/3Jstkz
439,2764,(Latigid) Photo By STEVE FOXALL - Women's Wear Daily http://bit.ly/10TfNw
440,2764,(Latigid) Holiday events calendar http://bit.ly/T0IiZ
441,2764,(Latigid) Spring 2010 Trend: Seaside Heights - Women's Wear Daily http://bit.ly/4llMu2
442,2764,"I don't want the Colts to win, but I fucking hate the Patriots! DAMN! What to do?!!! @handle way to handle yo business today!!!"
443,2764,(Latigid) Jimmy Choo for H&M Launch in Shanghai: Frenzy! Chaos! ...Shoes? - Shanghaiist http://bit.ly/3z0N2D
444,2764,"(Latigid) Lauren Bacall, Roger Corman & Gordon Willis Earn Honorary Oscars http://bit.ly/hcwCD"
445,2764,(Latigid) Humans as Violins - &#39;Posters&#39; by Arjan Benning Make Noticeable ... http://bit.ly/4dobwx
446,2764,(Latigid) Need a knockout photo? They&#39;re game http://bit.ly/1Vhoit
447,2764,Who dat said they gone beat dem Saints WHODAT!!! 9-0 #WhoDat
448,2764,yo (Broadcasting live at http://ustre.am/6flO)
449,2764,Bush made that happen! #WhoDat
450,2764,@handle It was good to hear from you as well. Just let me know when you're ready.
451,2764,Young is doing an incredible job today! #WhoDat
452,2764,"Great game, great food, great atmosphere, great fun! There's nothing better than the New Orleans Saints on Sunday! Unless its Monday Night"
453,578,handle is it good? I really want to buy it too once I've got money again! Or maybe just ask it as a late birthday present! :)
454,578,HE GETS MURDERED IN THE MOSH :D okay really going now.. x]
455,578,ff to bed now! Got a volleyball match tomorrow. Have to get up at like.. 10 >< ON A SATURDAY?! WHO CAME UP WITH THAT?! xxxxx
456,578,nd it had been there for like 2 weeks already! So yeah I LOVE YOU @handle AND YOU ARE TOTALLY AWESOME! :D xxx
457,578,"kay off to bed now! Shout out to @handle, because I am ashamed that I only found out today that there was a new chapter of her awesomeness"
458,578,handle haha good luck with sleeping tonight! Bet you're all very excited already! :D
459,578,kay still didn't go downstairs. Gonna do that now though!
460,578,handle http://www.youtube.com/watch?v=YY6ddNX4_40&feature=sub
461,578,"onna play some guitar. I want to learn Papercut, but I can't find the chords of it :("
462,578,handle IM OKAY IM OKAY DONT KEEP ASKING ME I MIGHT DISINAGRATE!
463,578,"T @handle: Hitler was voted Time Magazine's ""Man of the Year"" in 1938. #omgfacts"
464,578,handle ALLES ADEMT EN LEEEEEEEEFT
465,578,handle eeehm lang laten!
466,578,handle NAAAA JABENJAAA BAMABI BAMABAAAAAAA
467,578,handle high en lowlights :)
468,578,handle tsssk
469,578,handle yada yada yada
470,578,handle too bad :( Hahahah x] yeah right :P
471,578,"rying my eyes out over a Take That video. Eerh yeah, don't blame me.."
472,578,"e is totally convinced I can do it with two fingers in my nose, which is kinda cute, I admit that!"
473,578,"ack from dinner. It was alright. I didn't get what I ordered. Which sucked >< but yeah, had a talk about my CAE's (brother: don't worry!)"
474,578,handle duuuuuuude.. Whatyadoing? I'm bored.. wanna entertain? :)
475,578,handle Hebben we feest?! :) Waar? wanneer?! :D
476,578,kay off now! YAAAAY DINNER!
477,578,es yes yes dinner time is almost there!
478,578,on't like the new Cheryl Cole video..
479,578,"handle Frost/Nixon @handle over de Watergate Affair, en hoe Frost een excusses uit Nixon wist te slepen. Echt fantastic!"
480,578,handle Frost/Nixon!
481,578,nly 30 minutes until I am finally having my dinner! I'm starving! :o
482,578,'m really starting to like stuff that has something to do with Law :)
483,578,hat was an amazing movie. I
484,578,handle mooooooon for when you get back.. PIEW PIEW
485,578,WANT SOME FOOD. yes originally by @handle but now I'm screaming it at the top of my lungs.. I'm serious too.
486,578,e're not having dinner for at least 1.5 hours :( oh you should hear my stomach.. it's talking to me.. yelling to get some food!
487,578,handle I'm almost done with the moon (A) *giggle*
488,578,handle NOOOO
489,578,onna watch Frost/Nixon <3 but if it's not as good as it seems I'll watch 9!
490,578,kay gonna watch a movie. Or do something. I'm hungry but I have to wait until we're going out for dinner later tonight ?>
491,578,"handle why would you have your dads picture? Oh wait a family one.. Change it, quickly! :O ;\"
